DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,date,GPRD_MA30,GPRD_MA7,event,var_name,var_label
20030615,909,65.60,116.26,30.30,2003/6/15,147.17,136.27,,,
20030616,897,173.57,242.98,153.54,2003/6/16,147.87,139.58,,,
20030617,1037,146.94,114.64,154.06,2003/6/17,149.05,135.93,,,
20030618,1123,176.98,252.90,156.98,2003/6/18,150.14,138.51,,,
20030619,1205,164.94,197.32,150.87,2003/6/19,149.14,137.45,,,
20030620,1082,156.14,115.98,173.11,2003/6/20,148.14,139.88,,,
20030621,1195,113.65,132.65,106.03,2003/6/21,145.01,142.55,,,
20030622,949,111.70,146.15,104.49,2003/6/22,142.43,149.13,,,
20030623,844,141.29,179.99,117.49,2003/6/23,142.74,144.52,,,
20030624,999,155.85,204.95,132.35,2003/6/24,143.72,145.79,,,
20030625,1128,226.12,298.62,175.82,2003/6/25,146.17,152.81,,,
20030626,1210,167.00,207.42,132.03,2003/6/26,147.53,153.11,,,
20030627,1124,150.30,182.16,112.73,2003/6/27,147.60,152.27,,,
20030628,1141,95.81,98.41,91.74,2003/6/28,146.58,149.72,,,
20030629,916,108.49,165.84,72.17,2003/6/29,145.42,149.27,,,
20030630,858,150.57,215.54,96.31,2003/6/30,145.72,150.59,,,
20030701,1007,154.61,190.21,114.88,2003/7/1,148.01,150.41,,,
20030702,1051,176.50,226.23,136.28,2003/7/2,148.86,143.33,,,
20030703,1140,119.14,168.02,77.32,2003/7/3,145.99,136.49,,,
20030704,925,150.41,178.51,125.07,2003/7/4,144.79,136.50,,,
20030705,1032,73.83,96.00,53.38,2003/7/5,141.72,133.36,,,
20030706,886,71.04,74.55,62.18,2003/7/6,138.34,128.01,,,
20030707,857,88.90,123.31,64.28,2003/7/7,137.19,119.20,,,
20030708,993,190.15,206.19,160.89,2003/7/8,140.59,124.28,,,
20030709,1045,145.82,170.65,115.98,2003/7/9,140.44,119.90,,,
20030710,1168,147.48,169.64,127.35,2003/7/10,139.61,123.95,,,
20030711,1148,95.22,120.82,76.78,2003/7/11,137.48,116.06,,,
20030712,1104,114.02,137.60,89.82,2003/7/12,135.54,121.80,,,
20030713,898,88.53,117.68,67.48,2003/7/13,133.85,124.30,,,
20030714,809,143.31,122.46,143.00,2003/7/14,135.46,132.08,,,
20030715,1014,147.01,130.27,157.56,2003/7/15,138.18,125.91,,,
20030716,1098,141.79,132.34,160.55,2003/7/16,137.12,125.34,,,
20030717,1176,138.02,157.26,121.80,2003/7/17,136.82,123.99,,,
20030718,1126,132.39,158.37,127.21,2003/7/18,135.33,129.30,,,
20030719,1103,111.12,89.82,114.88,2003/7/19,133.54,128.88,,,
20030720,900,139.86,190.80,97.94,2003/7/20,133.00,136.22,,,
20030721,823,165.02,168.53,167.35,2003/7/21,134.71,139.32,,,
20030722,934,134.77,134.36,135.66,2003/7/22,135.48,137.57,,,
20030723,1087,170.66,261.27,96.29,2003/7/23,136.46,141.69,,,
20030724,1162,125.43,187.57,56.89,2003/7/24,135.44,139.89,,,
20030725,1080,159.49,262.97,96.92,2003/7/25,133.22,143.77,,,
20030726,1083,110.11,140.27,76.30,2003/7/26,131.33,143.62,,,
20030727,877,79.32,90.37,75.38,2003/7/27,128.96,134.97,,,
20030728,815,134.13,235.02,54.08,2003/7/28,130.24,130.56,,,
20030729,909,178.57,283.37,96.97,2003/7/29,132.57,136.82,,,
20030730,1021,191.42,284.63,118.71,2003/7/30,133.94,139.78,,,
20030731,1206,134.59,153.34,137.04,2003/7/31,133.27,141.09,,,
20030801,1077,153.79,190.11,117.65,2003/8/1,132.51,140.28,,,
20030802,1040,95.55,101.61,90.05,2003/8/2,131.73,138.20,,,
20030803,933,117.16,155.74,94.47,2003/8/3,130.62,143.60,,,
20030804,800,161.49,181.63,130.84,2003/8/4,133.54,147.51,,,
20030805,894,107.45,162.53,73.95,2003/8/5,134.75,137.35,,,
20030806,1044,152.30,221.42,110.81,2003/8/6,136.87,131.76,,,
20030807,1096,136.01,192.84,80.42,2003/8/7,135.06,131.97,,,
20030808,1032,150.86,236.80,80.07,2003/8/8,135.23,131.55,,,
20030809,1029,119.11,154.05,80.31,2003/8/9,134.28,134.91,,,
20030810,887,112.04,156.37,93.16,2003/8/10,134.84,134.18,,,
20030811,837,134.56,181.49,111.89,2003/8/11,135.53,130.33,,,
20030812,941,144.33,203.55,122.94,2003/8/12,137.39,135.60,,,
20030813,1033,179.58,230.17,154.66,2003/8/13,138.60,139.50,,,
20030814,1119,150.97,165.27,162.46,2003/8/14,138.73,141.64,,,
20030815,1047,218.31,315.41,168.37,2003/8/15,141.28,151.27,,,
20030816,1145,138.87,207.66,91.42,2003/8/16,141.31,154.09,,,
20030817,905,76.87,109.47,54.79,2003/8/17,139.46,149.07,,,
20030818,856,139.31,208.33,90.10,2003/8/18,140.40,149.75,,,
20030819,936,162.80,239.92,100.06,2003/8/19,141.16,152.39,,,
20030820,1063,208.79,285.81,155.48,2003/8/20,142.62,156.56,,,
20030821,1186,117.31,144.79,97.55,2003/8/21,142.04,151.75,,,
20030822,1109,134.41,178.67,114.25,2003/8/22,140.83,139.77,,,
20030823,1095,127.06,180.95,95.59,2003/8/23,140.89,138.08,,,
20030824,948,73.38,90.57,63.92,2003/8/24,138.02,137.58,,,
20030825,819,129.43,177.42,87.44,2003/8/25,138.66,136.17,,,
20030826,879,195.97,232.93,175.49,2003/8/26,142.55,140.91,,,
20030827,1087,164.56,157.98,157.11,2003/8/27,143.56,134.59,,,
20030828,1186,139.65,122.52,157.93,2003/8/28,142.26,137.78,,,
20030829,1074,114.12,147.59,97.46,2003/8/29,139.69,134.88,,,
20030830,1053,103.81,94.08,99.40,2003/8/30,138.66,131.56,,,
20030831,966,99.45,129.91,68.43,2003/8/31,136.85,135.28,,,
20030901,750,154.59,246.58,66.11,2003/9/1,138.82,138.88,,,
20030902,894,151.92,184.70,123.24,2003/9/2,139.98,132.59,,,
20030903,1102,132.26,155.83,124.98,2003/9/3,139.00,127.97,,,
20030904,1236,99.16,80.15,120.34,2003/9/4,138.73,122.19,,,
20030905,1167,133.41,101.87,146.34,2003/9/5,138.10,124.94,,,
20030906,1164,79.68,90.79,75.73,2003/9/6,136.22,121.50,,,
20030907,973,81.71,149.34,16.99,2003/9/7,133.91,118.96,,,
20030908,903,165.08,256.00,122.02,2003/9/8,135.45,120.46,,,
20030909,1070,157.89,160.49,175.05,2003/9/9,136.97,121.31,,,
20030910,1120,159.71,171.02,137.73,2003/9/10,137.81,125.24,,,
20030911,1292,97.43,153.36,55.43,2003/9/11,136.25,124.99,,,
20030912,1128,126.28,158.09,112.33,2003/9/12,134.47,123.97,,,
20030913,1147,150.18,178.51,120.07,2003/9/13,134.45,134.04,,,
20030914,972,64.75,74.75,62.34,2003/9/14,129.33,131.62,,,
20030915,952,111.35,117.94,104.16,2003/9/15,128.41,123.94,,,
20030916,1090,133.72,127.25,136.46,2003/9/16,130.31,120.49,,,
20030917,1160,122.79,159.42,94.98,2003/9/17,129.75,115.21,,,
20030918,1288,128.59,158.97,111.21,2003/9/18,128.61,119.67,,,
20030919,1208,115.17,169.49,72.97,2003/9/19,125.49,118.08,,,
20030920,1169,93.51,124.30,61.26,2003/9/20,124.70,109.98,,,
20030921,976,98.43,169.18,45.16,2003/9/21,123.50,114.79,,,
20030922,969,116.23,163.58,73.91,2003/9/22,123.14,115.49,,,
20030923,1132,105.35,116.69,82.73,2003/9/23,124.21,111.44,,,
20030924,1146,150.31,190.19,120.18,2003/9/24,124.90,115.37,,,
20030925,1293,110.16,127.70,102.26,2003/9/25,122.04,112.74,,,
20030926,1195,119.20,160.28,92.20,2003/9/26,120.53,113.31,,,
20030927,1179,67.43,78.43,56.07,2003/9/27,118.12,109.59,,,
20030928,998,82.98,105.89,55.20,2003/9/28,117.08,107.38,,,
20030929,883,131.30,157.08,112.30,2003/9/29,118.00,109.53,,,
20030930,1150,120.98,91.89,153.29,2003/9/30,118.72,111.77,,,
20031001,1228,83.62,118.33,62.81,2003/10/1,116.35,102.24,,,
20031002,1246,114.32,159.02,88.43,2003/10/2,115.10,102.83,,,
20031003,1269,133.13,130.12,151.94,2003/10/3,115.13,104.82,,,
20031004,1167,76.64,84.89,80.25,2003/10/4,114.38,106.14,,,
20031005,1020,71.45,84.18,70.21,2003/10/5,112.31,104.49,,,
20031006,1000,135.82,191.54,88.14,2003/10/6,114.18,105.14,,,
20031007,1101,126.36,161.97,85.06,2003/10/7,115.67,105.91,,,
20031008,1267,88.89,119.90,73.92,2003/10/8,113.13,106.66,,,
20031009,1415,77.25,98.02,70.08,2003/10/9,110.44,101.36,,,
20031010,1206,137.34,158.82,123.34,2003/10/10,109.70,101.96,,,
20031011,1220,84.17,92.03,90.31,2003/10/11,109.26,103.04,,,
20031012,1013,78.48,104.32,65.26,2003/10/12,107.66,104.05,,,
20031013,944,129.84,146.93,116.72,2003/10/13,106.99,103.19,,,
20031014,1042,123.98,133.11,111.03,2003/10/14,108.96,102.85,,,
20031015,1201,113.09,137.48,105.50,2003/10/15,109.02,106.31,,,
20031016,1398,130.32,179.53,98.52,2003/10/16,108.90,113.89,,,
20031017,1229,110.51,150.47,85.17,2003/10/17,108.50,110.06,,,
20031018,1180,84.22,100.75,65.36,2003/10/18,107.02,110.06,,,
20031019,959,89.81,137.74,51.70,2003/10/19,106.17,111.68,,,
20031020,1002,115.71,145.01,93.47,2003/10/20,106.91,109.66,,,
20031021,1115,154.49,189.55,128.46,2003/10/21,108.78,114.02,,,
20031022,1194,163.69,116.16,193.78,2003/10/22,110.36,121.25,,,
20031023,1344,120.77,137.60,98.38,2003/10/23,110.88,119.88,,,
20031024,1195,133.06,121.59,124.47,2003/10/24,110.30,123.11,,,
20031025,1098,66.37,102.26,45.16,2003/10/25,108.84,120.56,,,
20031026,959,65.63,96.42,45.96,2003/10/26,107.05,117.10,,,
20031027,913,101.59,122.98,72.41,2003/10/27,108.19,115.08,,,
20031028,1057,112.82,143.72,78.18,2003/10/28,109.19,109.13,,,
20031029,1184,128.70,161.77,111.67,2003/10/29,109.10,104.13,,,
20031030,1379,74.47,95.79,55.93,2003/10/30,107.55,97.52,,,
20031031,1108,107.63,95.38,104.41,2003/10/31,108.35,93.89,,,
20031101,1202,85.43,109.90,64.16,2003/11/1,107.39,96.61,,,
20031102,981,70.91,94.26,61.77,2003/11/2,105.31,97.36,,,
20031103,898,151.24,213.29,122.70,2003/11/3,107.80,104.46,,,
20031104,1055,122.46,156.51,83.55,2003/11/4,109.50,105.83,,,
20031105,1121,109.34,164.97,68.80,2003/11/5,108.62,103.07,,,
20031106,1247,95.63,105.93,79.52,2003/11/6,107.59,106.09,,,
20031107,1149,86.49,103.47,71.92,2003/11/7,107.51,103.07,,,
20031108,1194,83.23,105.10,64.59,2003/11/8,107.71,102.76,,,
20031109,962,117.08,171.64,85.90,2003/11/9,107.04,109.35,,,
20031110,875,128.72,173.61,113.33,2003/11/10,108.52,106.13,,,
20031111,1112,151.93,196.00,118.90,2003/11/11,110.97,110.34,,,
20031112,1110,95.50,124.95,69.48,2003/11/12,109.83,108.37,,,
20031113,1239,120.31,175.91,57.80,2003/11/13,109.70,111.89,,,
20031114,1141,101.61,133.14,86.91,2003/11/14,109.32,114.05,,,
20031115,1007,78.95,111.50,49.24,2003/11/15,107.61,113.44,,,
20031116,981,84.42,114.46,50.54,2003/11/16,106.74,108.78,,,
20031117,971,129.64,197.26,73.76,2003/11/17,108.25,108.91,,,
20031118,1111,152.06,190.24,143.80,2003/11/18,110.33,108.93,,,
20031119,1129,134.97,146.25,126.87,2003/11/19,110.97,114.57,,,
20031120,1258,131.66,168.01,113.86,2003/11/20,110.21,116.19,,,
20031121,1190,203.21,255.31,175.92,2003/11/21,111.53,130.70,,,
20031122,1137,171.89,203.31,159.89,2003/11/22,113.23,143.98,,,
20031123,986,100.79,147.37,83.81,2003/11/23,112.16,146.32,,,
20031124,879,131.90,180.33,94.01,2003/11/24,114.34,146.64,,,
20031125,1045,101.44,94.80,94.89,2003/11/25,115.53,139.41,,,
20031126,1065,105.75,167.44,67.25,2003/11/26,115.67,135.23,,,
20031127,1107,119.70,149.16,114.46,2003/11/27,115.90,133.52,,,
20031128,1064,143.21,148.98,139.80,2003/11/28,116.38,124.95,,,
20031129,1076,123.14,141.18,102.40,2003/11/29,118.01,117.99,,,
20031130,890,85.61,126.16,55.71,2003/11/30,117.27,115.82,,,
20031201,901,143.39,175.93,116.17,2003/12/1,119.21,117.46,,,
20031202,1019,120.28,155.56,75.69,2003/12/2,120.85,120.15,,,
20031203,1072,166.86,240.28,149.03,2003/12/3,121.37,128.88,,,
20031204,1235,134.11,171.14,107.06,2003/12/4,121.76,130.94,,,
20031205,1122,112.19,164.82,63.83,2003/12/5,121.86,126.51,,,
20031206,1144,112.93,121.24,101.13,2003/12/6,122.43,125.05,,,
20031207,1014,111.07,136.78,81.49,2003/12/7,123.25,128.69,,,
20031208,883,82.53,104.72,68.63,2003/12/8,123.23,120.00,,,
20031209,1157,80.17,119.88,38.09,2003/12/9,122.00,114.27,,,
20031210,1157,143.15,159.84,114.28,2003/12/10,122.48,110.88,,,
20031211,1272,109.38,150.58,69.30,2003/12/11,121.06,107.35,,,
20031212,1142,133.43,156.15,106.13,2003/12/12,122.32,110.38,,,
20031213,1134,93.48,116.49,72.87,2003/12/13,121.43,107.60,,,
20031214,949,69.81,76.56,69.66,2003/12/14,120.37,101.71,,,
20031215,916,130.19,158.63,102.24,2003/12/15,122.08,108.51,,,
20031216,1077,138.41,177.84,102.30,2003/12/16,123.88,116.84,,,
20031217,1093,133.35,187.33,105.85,2003/12/17,124.00,115.43,,,
20031218,1178,81.55,123.35,56.12,2003/12/18,121.65,111.46,,,
20031219,1140,156.91,214.36,101.48,2003/12/19,122.38,114.81,,,
20031220,1058,144.02,156.07,156.21,2003/12/20,122.79,122.03,,,
20031221,888,108.18,126.44,93.06,2003/12/21,119.63,127.52,,,
20031222,786,177.01,184.87,196.25,2003/12/22,119.80,134.20,,,
20031223,869,171.54,243.21,190.18,2003/12/23,122.16,138.94,,,
20031224,817,186.51,234.44,182.06,2003/12/24,123.98,146.53,,,
20031225,514,128.89,154.20,128.61,2003/12/25,124.89,153.29,,,
20031226,680,151.01,194.26,129.62,2003/12/26,126.40,152.45,,,
20031227,845,105.85,156.33,78.23,2003/12/27,125.94,147.00,,,
20031228,880,131.75,210.15,68.86,2003/12/28,125.56,150.37,,,
20031229,755,184.28,218.70,204.31,2003/12/29,127.59,151.40,,,
20031230,760,191.78,252.02,181.22,2003/12/30,131.13,154.30,,,
20031231,803,156.76,123.38,185.23,2003/12/31,131.58,150.05,,,
20040101,697,213.87,227.42,221.31,2004/1/1,134.70,162.18,,,
20040102,843,165.04,180.20,209.12,2004/1/2,134.64,164.19,,,
20040103,838,177.88,157.63,216.94,2004/1/3,136.10,174.48,,,
20040104,859,134.97,192.22,89.79,2004/1/4,136.86,174.94,,,
20040105,840,102.53,141.53,85.26,2004/1/5,136.51,163.26,,,
20040106,1058,128.37,106.13,135.38,2004/1/6,137.09,154.20,,,
20040107,1048,148.56,138.65,157.70,2004/1/7,139.29,153.03,,,
20040108,1216,128.04,157.51,90.61,2004/1/8,140.88,140.77,,,
20040109,1127,144.02,123.07,161.31,2004/1/9,140.91,137.77,,,
20040110,1110,122.36,136.86,148.89,2004/1/10,141.34,129.84,,,
20040111,949,66.32,69.60,58.05,2004/1/11,139.11,120.03,,,
20040112,897,73.86,80.99,67.56,2004/1/12,138.45,115.93,,,
20040113,1081,147.09,171.08,163.08,2004/1/13,141.03,118.61,,,
20040114,1120,97.60,82.56,93.46,2004/1/14,139.94,111.33,,,
20040115,1244,119.83,132.73,106.28,2004/1/15,139.32,110.15,,,
20040116,1139,95.97,81.18,106.41,2004/1/16,138.08,103.29,,,
20040117,1175,84.58,89.94,65.64,2004/1/17,138.18,97.89,,,
20040118,952,62.63,97.13,40.51,2004/1/18,135.04,97.37,,,
20040119,928,89.24,128.11,53.43,2004/1/19,133.21,99.56,,,
20040120,982,101.20,127.79,89.76,2004/1/20,132.98,93.01,,,
20040121,1124,85.47,88.14,83.32,2004/1/21,129.93,91.27,,,
20040122,1124,117.88,146.90,102.93,2004/1/22,128.14,91.00,,,
20040123,1197,105.16,115.87,92.05,2004/1/23,125.43,92.31,,,
20040124,1174,87.47,101.27,79.77,2004/1/24,124.05,92.72,,,
20040125,932,78.19,120.47,47.29,2004/1/25,121.62,94.94,,,
20040126,916,97.64,79.31,114.27,2004/1/26,121.34,96.15,,,
20040127,1048,129.59,138.65,136.67,2004/1/27,121.27,100.20,,,
20040128,1103,129.14,149.70,94.90,2004/1/28,119.43,106.44,,,
20040129,1276,142.78,165.64,125.20,2004/1/29,117.80,110.00,,,
20040130,1155,91.78,137.24,47.70,2004/1/30,115.64,108.09,,,
20040131,1146,69.37,74.92,62.49,2004/1/31,110.82,105.50,,,
20040201,949,94.25,125.27,69.66,2004/2/1,108.46,107.79,,,
20040202,842,184.91,243.17,157.03,2004/2/2,108.69,120.26,,,
20040203,1076,150.85,153.46,153.60,2004/2/3,109.22,123.30,,,
20040204,1171,161.24,152.29,174.07,2004/2/4,111.18,127.88,,,
20040205,1227,116.09,134.57,103.27,2004/2/5,110.77,124.07,,,
20040206,1134,140.21,128.13,160.32,2004/2/6,110.49,130.99,,,
20040207,1182,112.10,145.28,74.57,2004/2/7,109.96,137.09,,,
20040208,945,94.64,90.86,99.10,2004/2/8,108.32,137.15,,,
20040209,894,133.39,140.37,135.57,2004/2/9,108.68,129.79,,,
20040210,1107,125.68,131.26,159.25,2004/2/10,110.66,126.19,,,
20040211,1125,126.61,152.64,102.83,2004/2/11,112.42,121.25,,,
20040212,1282,93.02,77.28,90.24,2004/2/12,110.62,117.95,,,
20040213,1169,121.85,118.65,117.81,2004/2/13,111.43,115.33,,,
20040214,1186,100.55,116.95,88.26,2004/2/14,110.78,113.68,,,
20040215,928,99.95,135.23,65.30,2004/2/15,110.92,114.44,,,
20040216,819,93.03,104.84,94.17,2004/2/16,111.20,108.67,,,
20040217,1009,91.92,91.64,103.74,2004/2/17,112.17,103.85,,,
20040218,1099,93.44,96.16,85.22,2004/2/18,112.31,99.11,,,
20040219,1229,132.07,139.73,116.55,2004/2/19,113.34,104.69,,,
20040220,1153,77.57,80.20,62.11,2004/2/20,113.08,98.36,,,
20040221,1179,84.29,106.44,70.09,2004/2/21,111.96,96.04,,,
20040222,965,78.95,116.35,34.25,2004/2/22,111.09,93.04,,,
20040223,877,120.87,195.81,56.53,2004/2/23,112.20,97.02,,,
20040224,1079,138.15,195.88,97.01,2004/2/24,114.20,103.62,,,
20040225,1106,161.73,149.29,184.30,2004/2/25,116.33,113.38,,,
20040226,1311,111.18,95.72,113.46,2004/2/26,115.72,110.39,,,
20040227,1155,126.19,154.40,100.16,2004/2/27,115.62,117.34,,,
20040228,1185,89.45,117.05,69.73,2004/2/28,113.85,118.08,,,
20040229,958,76.07,89.63,63.26,2004/2/29,113.32,117.66,,,
20040301,953,118.18,145.54,86.71,2004/3/1,114.95,117.28,,,
20040302,1033,86.58,83.12,74.66,2004/3/2,114.69,109.91,,,
20040303,1161,108.42,113.78,104.39,2004/3/3,112.14,102.30,,,
20040304,1239,112.29,154.59,75.59,2004/3/4,110.86,102.46,,,
20040305,1150,106.58,97.64,95.81,2004/3/5,109.04,99.65,,,
20040306,1139,101.79,92.78,116.08,2004/3/6,108.56,101.42,,,
20040307,967,47.96,54.64,34.18,2004/3/7,105.48,97.40,,,
20040308,901,84.56,109.96,67.26,2004/3/8,104.57,92.60,,,
20040309,1120,82.81,117.94,63.94,2004/3/9,104.17,92.06,,,
20040310,1124,111.99,129.27,88.22,2004/3/10,103.46,92.57,,,
20040311,1286,110.76,138.67,94.24,2004/3/11,102.96,92.35,,,
20040312,1181,179.51,240.48,135.28,2004/3/12,104.72,102.77,,,
20040313,1139,148.32,191.36,116.08,2004/3/13,106.57,109.42,,,
20040314,964,103.09,109.62,97.15,2004/3/14,105.94,117.29,,,
20040315,914,192.09,289.05,114.52,2004/3/15,108.99,132.65,,,
20040316,1042,257.50,354.96,222.05,2004/3/16,114.25,157.61,,,
20040317,1162,182.45,261.46,146.97,2004/3/17,117.23,167.67,,,
20040318,1318,145.77,205.46,100.32,2004/3/18,119.02,172.68,,,
20040319,1151,207.22,286.91,167.52,2004/3/19,122.81,176.63,,,
20040320,1187,161.86,250.39,120.67,2004/3/20,123.81,178.57,,,
20040321,939,123.47,189.91,64.54,2004/3/21,125.34,181.48,,,
20040322,877,162.42,248.53,100.51,2004/3/22,127.94,177.24,,,
20040323,1031,208.84,288.28,170.99,2004/3/23,132.27,170.29,,,
20040324,1102,174.35,245.73,134.98,2004/3/24,134.05,169.13,,,
20040325,1203,145.94,181.18,119.06,2004/3/25,134.31,169.16,,,
20040326,1145,164.91,184.59,168.40,2004/3/26,134.42,163.11,,,
20040327,1224,108.25,129.50,85.52,2004/3/27,134.32,155.45,,,
20040328,935,70.86,113.02,53.03,2004/3/28,132.48,147.94,,,
20040329,909,149.41,203.45,103.03,2004/3/29,134.48,146.08,,,
20040330,1082,116.34,183.13,61.10,2004/3/30,135.82,132.86,,,
20040331,1182,173.76,251.45,139.82,2004/3/31,137.67,132.78,,,
20040401,1303,139.82,172.34,143.75,2004/4/1,139.44,131.91,,,
20040402,1130,167.09,239.64,131.63,2004/4/2,141.40,132.22,,,
20040403,1027,125.79,205.80,69.73,2004/4/3,141.85,134.72,,,
20040404,945,84.13,139.78,52.47,2004/4/4,141.10,136.62,,,
20040405,899,184.24,264.48,128.69,2004/4/5,143.85,141.60,,,
20040406,1040,175.18,228.63,132.43,2004/4/6,148.09,150.00,,,
20040407,1081,131.77,183.30,101.92,2004/4/7,149.66,144.00,,,
20040408,1223,148.97,210.62,112.61,2004/4/8,151.87,145.31,,,
20040409,944,252.65,377.81,210.09,2004/4/9,156.56,157.53,,,
20040410,1100,165.63,216.16,145.24,2004/4/10,158.39,163.22,,,
20040411,879,109.29,150.28,94.01,2004/4/11,156.05,166.82,,,
20040412,831,187.35,270.23,159.10,2004/4/12,157.35,167.26,,,
20040413,947,153.91,195.28,145.43,2004/4/13,159.04,164.22,,,
20040414,1094,239.21,326.01,231.64,2004/4/14,160.61,179.57,,,
20040415,1247,177.98,270.12,141.37,2004/4/15,157.96,183.72,,,
20040416,1065,180.40,217.06,191.39,2004/4/16,157.89,173.40,,,
20040417,1175,67.66,89.94,56.26,2004/4/17,155.29,159.40,,,
20040418,950,125.53,173.81,86.98,2004/4/18,152.57,161.72,,,
20040419,937,176.76,218.51,146.99,2004/4/19,153.06,160.21,,,
20040420,1076,144.69,184.15,133.12,2004/4/20,153.77,158.89,,,
20040421,1132,134.61,157.53,102.20,2004/4/21,152.84,143.95,,,
20040422,1274,148.21,176.26,142.70,2004/4/22,150.82,139.70,,,
20040423,1133,128.64,174.88,92.38,2004/4/23,149.30,132.30,,,
20040424,1173,98.84,135.14,75.14,2004/4/24,147.73,136.76,,,
20040425,1030,83.62,109.01,64.18,2004/4/25,145.02,130.77,,,
20040426,938,120.07,154.91,111.59,2004/4/26,145.41,122.67,,,
20040427,1083,128.47,164.66,111.91,2004/4/27,147.33,120.35,,,
20040428,1152,189.78,269.46,114.77,2004/4/28,148.68,128.23,,,
20040429,1360,141.27,199.11,105.32,2004/4/29,149.51,127.24,,,
20040430,1146,150.31,230.53,86.53,2004/4/30,148.73,130.34,,,
20040501,1149,83.61,114.97,57.54,2004/5/1,146.86,128.16,,,
20040502,949,80.28,132.23,29.03,2004/5/2,143.96,127.68,,,
20040503,878,113.19,150.45,81.57,2004/5/3,143.54,126.70,,,
20040504,997,122.93,178.86,88.41,2004/5/4,144.84,125.91,,,
20040505,1085,128.23,188.71,86.32,2004/5/5,142.97,117.12,,,
20040506,1275,103.92,134.68,64.81,2004/5/6,140.59,111.78,,,
20040507,1110,137.28,160.66,114.15,2004/5/7,140.78,109.92,,,
20040508,1161,85.60,125.15,56.94,2004/5/8,138.66,110.20,,,
20040509,922,86.23,121.78,53.78,2004/5/9,133.12,111.05,,,
20040510,903,128.39,197.48,97.61,2004/5/10,131.88,113.23,,,
20040511,1042,133.52,190.16,74.02,2004/5/11,132.68,114.74,,,
20040512,1083,122.35,134.17,106.82,2004/5/12,130.52,113.90,,,
20040513,1293,125.53,178.78,80.95,2004/5/13,129.57,116.99,,,
20040514,1154,114.82,143.08,100.25,2004/5/14,125.42,113.78,,,
20040515,1206,104.38,153.34,59.38,2004/5/15,122.97,116.46,,,
20040516,961,99.96,116.84,80.26,2004/5/16,120.29,118.42,,,
20040517,950,149.94,159.90,127.58,2004/5/17,123.03,121.50,,,
20040518,1025,158.36,199.75,134.37,2004/5/18,124.13,125.05,,,
20040519,1128,117.47,152.24,87.91,2004/5/19,122.15,124.35,,,
20040520,1261,160.24,225.22,135.43,2004/5/20,122.67,129.31,,,
20040521,1090,124.60,151.48,96.03,2004/5/21,122.33,130.71,,,
20040522,1162,94.07,107.99,85.34,2004/5/22,120.53,129.23,,,
20040523,931,56.93,56.75,47.34,2004/5/23,118.14,123.09,,,
20040524,911,156.36,166.75,145.13,2004/5/24,120.06,124.00,,,
20040525,1047,136.05,176.63,94.71,2004/5/25,121.80,120.82,,,
20040526,1111,131.19,130.79,128.92,2004/5/26,122.17,122.78,,,
20040527,1260,170.89,235.88,135.54,2004/5/27,123.59,124.30,,,
20040528,1106,161.73,185.12,159.39,2004/5/28,122.65,129.60,,,
20040529,1170,82.11,112.90,75.34,2004/5/29,120.68,127.89,,,
20040530,899,154.76,242.44,79.66,2004/5/30,120.83,141.87,,,
20040531,698,151.87,264.95,78.93,2004/5/31,123.11,141.23,,,
20040601,894,151.92,229.02,104.76,2004/6/1,125.49,143.49,,,
20040602,1060,156.25,205.62,135.13,2004/6/2,126.93,147.07,,,
20040603,1219,176.63,254.65,103.94,2004/6/3,128.72,147.90,,,
20040604,1144,156.36,236.71,125.20,2004/6/4,129.66,147.13,,,
20040605,1174,98.76,135.02,65.70,2004/6/5,129.48,149.51,,,
20040606,995,76.57,106.21,60.90,2004/6/6,127.46,138.34,,,
